ids,label,COIPLUS Description,LCF CODE,Description,Divisional Code,Divisional Description,documents
476,6.1.1.1.1,NHS prescription charges and payments,6.1.1.1.1,            NHS prescription charges,6,Health,"NHS prescription charges and payments,             NHS prescription charges, Health"
477,6.1.1.1.2,Medicines and medical goods (not NHS),6.1.1.1.2,"            Medicines eg aspirin, antiseptic (not NHS)",6,Health,"Medicines and medical goods (not NHS),             Medicines eg aspirin, antiseptic (not NHS), Health"
478,6.1.2.1.1,"Other medical products (eg plasters, condoms, hot water bottle, tubigrip)",6.1.2.1.1,"            Other medical products eg plasters, bandages",6,Health,"Other medical products (eg plasters, condoms, hot water bottle, tubigrip),             Other medical products eg plasters, bandages, Health"
479,6.1.3.1.1,"Purchase of spectacles, lenses, prescription sunglasses",6.1.3.1.1,"            Purchase: specs, lenses, prescription sunglasses",6,Health,"Purchase of spectacles, lenses, prescription sunglasses,             Purchase: specs, lenses, prescription sunglasses, Health"
480,6.1.3.1.2,Accessories/repairs to spectacles and lenses,6.1.3.1.2,            Accessories and repairs to specs and lenses,6,Health,"Accessories/repairs to spectacles and lenses,             Accessories and repairs to specs and lenses, Health"
481,6.1.3.1.3,"Non optical appliances and equipment (eg wheelchairs, batteries for hearing aids, shoe build up)",6.1.3.1.3,"            Non-optical items eg hearing aid batteries, wheelchair",6,Health,"Non optical appliances and equipment (eg wheelchairs, batteries for hearing aids, shoe build up),             Non-optical items eg hearing aid batteries, wheelchair, Health"
482,6.2.1.1.1,NHS medical services,6.2.1.1.1,            NHS medical services,6,Health,"NHS medical services,             NHS medical services, Health"
483,6.2.1.1.2,Private medical services,6.2.1.1.2,            Private medical services eg physiotherapist,6,Health,"Private medical services,             Private medical services eg physiotherapist, Health"
484,6.2.1.1.3,NHS optical services,6.2.1.1.3,"            NHS optical services eg NHS optician, NHS eye test",6,Health,"NHS optical services,             NHS optical services eg NHS optician, NHS eye test, Health"
485,6.2.1.1.4,Private optical services,6.2.1.1.4,"            Private optical services eg optician, private eye test",6,Health,"Private optical services,             Private optical services eg optician, private eye test, Health"
486,6.2.2.1.1,NHS dental services,6.2.2.1.1,            NHS dental services,6,Health,"NHS dental services,             NHS dental services, Health"
487,6.2.2.1.2,Private dental services,6.2.2.1.2,            Private dental services,6,Health,"Private dental services,             Private dental services, Health"
488,6.2.3.2.1,"Services of NHS medical auxilaries eg osteopath, chiropodist",6.2.3.2.1,            Services of NHS medical auxilaries,6,Health,"Services of NHS medical auxilaries eg osteopath, chiropodist,             Services of NHS medical auxilaries, Health"
489,6.2.3.2.2,Services of private medical auxilaries,6.2.3.2.2,"            Services of private medical auxilaries eg osteopath, chiropodist",6,Health,"Services of private medical auxilaries,             Services of private medical auxilaries eg osteopath, chiropodist, Health"
490,6.2.3.3.1,Non-hospital ambulance services etc.,6.2.3.3.1,            Other non-hospital services eg non-hospital ambulance,6,Health,"Non-hospital ambulance services etc.,             Other non-hospital services eg non-hospital ambulance, Health"
491,7.1.1.1.1,Outright purchase of new car/van,7.1.1.1.1,            Outright purchase of new cars or vans,7,Transport,"Outright purchase of new car/van,             Outright purchase of new cars or vans, Transport"
492,7.1.1.1.2,Loan/HP purchase of new car/van,7.1.1.1.2,            New car/van: loan or HP,7,Transport,"Loan/HP purchase of new car/van,             New car/van: loan or HP, Transport"
493,7.1.1.2.1,Outright purchase of second-hand car/van,7.1.1.2.1,            Outright purchase of second hand car,7,Transport,"Outright purchase of second-hand car/van,             Outright purchase of second hand car, Transport"
494,7.1.1.2.2,Loan/HP purchase of second-hand car/van,7.1.1.2.2,            Second hand car/van: loan or HP,7,Transport,"Loan/HP purchase of second-hand car/van,             Second hand car/van: loan or HP, Transport"
495,7.1.2.1.1,Outright purchase of new/second hand motor cycle,7.1.2.1.1,            New/second hand cycle purchase,7,Transport,"Outright purchase of new/second hand motor cycle,             New/second hand cycle purchase, Transport"
496,7.1.2.1.2,Loan/HP purchase of new/second hand motor cycle,7.1.2.1.2,            New/second hand cycle loan or HP,7,Transport,"Loan/HP purchase of new/second hand motor cycle,             New/second hand cycle loan or HP, Transport"
497,7.1.3.1.1,Bicycle purchase,7.1.3.1.1,            Bicycles purchase,7,Transport,"Bicycle purchase,             Bicycles purchase, Transport"
498,7.1.4.1.1,Animal drawn vehicles.,7.1.4.1.1,            Animal drawn vehicles,7,Transport,"Animal drawn vehicles.,             Animal drawn vehicles, Transport"
499,7.2.1.1.1,Car/van accessories and fittings,7.2.1.1.1,"            Car accessories, fittings eg tools, car jack",7,Transport,"Car/van accessories and fittings,             Car accessories, fittings eg tools, car jack, Transport"
500,7.2.1.1.2,Car/van spare parts,7.2.1.1.2,"            Car spare parts eg battery, exhaust, filter",7,Transport,"Car/van spare parts,             Car spare parts eg battery, exhaust, filter, Transport"
501,7.2.1.1.3,Motor cycle accessories and spare parts,7.2.1.1.3,"            Motor cycle accessories, spare parts",7,Transport,"Motor cycle accessories and spare parts,             Motor cycle accessories, spare parts, Transport"
502,7.2.1.1.4,"Anti-freeze, battery water, cleaning materials",7.2.1.1.4,"            Anti-freeze, battery water, cleaning materials",7,Transport,"Anti-freeze, battery water, cleaning materials,             Anti-freeze, battery water, cleaning materials, Transport"
503,7.2.1.1.5,"Bicycle accessories, repairs, other costs",7.2.1.1.5,"            Bicycle accessories, repairs, other costs",7,Transport,"Bicycle accessories, repairs, other costs,             Bicycle accessories, repairs, other costs, Transport"
504,7.2.2.1.1,Petrol,7.2.2.1.1,            Petrol,7,Transport,"Petrol,             Petrol, Transport"
505,7.2.2.1.2,Diesel,7.2.2.1.2,            Diesel,7,Transport,"Diesel,             Diesel, Transport"
506,7.2.2.1.3,Other motor oils,7.2.2.1.3,            Other motor oils,7,Transport,"Other motor oils,             Other motor oils, Transport"
507,7.2.3.1.1,Car or van repairs and servicing,7.2.3.1.1,            Car or van repairs and servicing,7,Transport,"Car or van repairs and servicing,             Car or van repairs and servicing, Transport"
508,7.2.3.1.2,Motor cycle repairs and service,7.2.3.1.2,            Motor cycle repairs and services,7,Transport,"Motor cycle repairs and service,             Motor cycle repairs and services, Transport"
509,7.2.3.1.3,Motoring organisation subscription (eg AA and RAC),7.2.3.1.3,             Motoring organisation subscription,7,Transport,"Motoring organisation subscription (eg AA and RAC),              Motoring organisation subscription, Transport"
510,7.2.3.1.4,Car washing and breakdown services,7.2.3.1.4,"            Car washing & breakdown services eg screen wash, car tow, etc",7,Transport,"Car washing and breakdown services,             Car washing & breakdown services eg screen wash, car tow, etc, Transport"
511,7.2.4.1.1,"Parking fees, tolls and permits (excluding motoring fines)",7.2.4.1.1,"            Parking fees, tolls and permits (not motoring fines)",7,Transport,"Parking fees, tolls and permits (excluding motoring fines),             Parking fees, tolls and permits (not motoring fines), Transport"
512,7.2.4.1.2,"Garage rent, MOT etc",7.2.4.1.2,"            Garage rent, MOT fee, other costs (not motoring fines)",7,Transport,"Garage rent, MOT etc,             Garage rent, MOT fee, other costs (not motoring fines), Transport"
513,7.2.4.1.3,Driving lessons,7.2.4.1.3,            Driving lessons,7,Transport,"Driving lessons,             Driving lessons, Transport"
514,7.2.4.1.4,Hire of self-drive cars and vans and bicycles,7.2.4.1.4,"            Hire of self-drive cars, vans, bicycles",7,Transport,"Hire of self-drive cars and vans and bicycles,             Hire of self-drive cars, vans, bicycles, Transport"
515,7.2.4.1.5,Car leasing payments,7.2.4.1.5,            Car leasing payments,7,Transport,"Car leasing payments,             Car leasing payments, Transport"
516,7.3.1.1.1,Railway and tube season tickets,7.3.1.1.1,            Rail and tube season tickets,7,Transport,"Railway and tube season tickets,             Rail and tube season tickets, Transport"
517,7.3.1.1.2,Rail and tube fares other than season tickets,7.3.1.1.2,            Rail and tube fares other that season tickets,7,Transport,"Rail and tube fares other than season tickets,             Rail and tube fares other that season tickets, Transport"
518,7.3.2.1.1,Bus and coach season tickets,7.3.2.1.1,            Bus and coach season tickets,7,Transport,"Bus and coach season tickets,             Bus and coach season tickets, Transport"
519,7.3.2.1.2,Bus and coach fares other than season tickets,7.3.2.1.2,            Bus and coach fares other that season tickets,7,Transport,"Bus and coach fares other than season tickets,             Bus and coach fares other that season tickets, Transport"
520,7.3.2.1.3,Taxis and hired cars with drivers,7.3.2.1.3,            Taxis and hired cars with drivers,7,Transport,"Taxis and hired cars with drivers,             Taxis and hired cars with drivers, Transport"
521,7.3.2.1.4,Other personal travel,7.3.2.1.4,            Other personal travel,7,Transport,"Other personal travel,             Other personal travel, Transport"
522,7.3.3.1.1,Air fares (within UK),7.3.3.1.1,            Air travel within UK,7,Transport,"Air fares (within UK),             Air travel within UK, Transport"
523,7.3.3.1.2,Air fares (international),7.3.3.1.2,            International air travel,7,Transport,"Air fares (international),             International air travel, Transport"
524,7.3.4.1.1,Water travel,7.3.4.1.1,            Water Travel,7,Transport,"Water travel,             Water Travel, Transport"
525,7.3.4.1.2,Water travel season tickets,7.3.4.1.2,            Water Travel season tickets,7,Transport,"Water travel season tickets,             Water Travel season tickets, Transport"
526,7.3.5.1.1,Combined fare season tickets,7.3.5.1.1,            Combined fare season tickets,7,Transport,"Combined fare season tickets,             Combined fare season tickets, Transport"
527,7.3.5.1.2,Combined fares other than season tickets,7.3.5.1.2,            Combined fares other than season tickets,7,Transport,"Combined fares other than season tickets,             Combined fares other than season tickets, Transport"
528,7.3.5.1.3,School travel,7.3.5.1.3,            School travel eg school bus (but NOT when adult gives money to child for school bus),7,Transport,"School travel,             School travel eg school bus (but NOT when adult gives money to child for school bus), Transport"
529,7.3.6.1.1,Delivery charges and other transport services,7.3.6.1.1,"            Delivery charges (eg for groceries, takeaways) and other transport services",7,Transport,"Delivery charges and other transport services,             Delivery charges (eg for groceries, takeaways) and other transport services, Transport"
530,8.1.1.1.1,Postage and poundage,8.1.1.1.1,"            Postage and poundage eg stamps, registered mail",8,Communication,"Postage and poundage,             Postage and poundage eg stamps, registered mail, Communication"
531,8.2.1.1.1,Telephone purchase,8.2.1.1.1,            Telephone purchase,8,Communication,"Telephone purchase,             Telephone purchase, Communication"
532,8.2.1.1.2,Mobile phone purchase,8.2.1.1.2,            Car phone/mobile phone purchase,8,Communication,"Mobile phone purchase,             Car phone/mobile phone purchase, Communication"
533,8.2.1.1.3,"Answering machine, fax machine, modem purchase",8.2.1.1.3,            Answering and fax machine purchase,8,Communication,"Answering machine, fax machine, modem purchase,             Answering and fax machine purchase, Communication"
534,8.3.1.1.1,Telephone account payment,8.3.1.1.1,            Telephone account payment,8,Communication,"Telephone account payment,             Telephone account payment, Communication"
535,8.3.1.1.2,Telephone coin and other payment,8.3.1.1.2,            Payphone and telephone card,8,Communication,"Telephone coin and other payment,             Payphone and telephone card, Communication"
536,8.3.1.1.3,Mobile phone account payments,8.3.1.1.3,            Mobile phone account payments,8,Communication,"Mobile phone account payments,             Mobile phone account payments, Communication"
537,8.3.1.1.4,Mobile phone - other payments,8.3.1.1.4,            Mobile phone - top up cards & other payments,8,Communication,"Mobile phone - other payments,             Mobile phone - top up cards & other payments, Communication"
538,8.3.1.1.5,Second dwelling: telephone account payments,8.3.1.1.5,            Second dwelling telephone account payments,8,Communication,"Second dwelling: telephone account payments,             Second dwelling telephone account payments, Communication"
539,9.1.1.1.1,"Audio equipment, CD players",9.1.1.1.1,"            Audio equipment, stereos, CD players",9,Recreation and culture,"Audio equipment, CD players,             Audio equipment, stereos, CD players, Recreation and culture"
540,9.1.1.1.2,Audio equipment - in car,9.1.1.1.2,"            Audio equipment, in car eg car radio, car speakers",9,Recreation and culture,"Audio equipment - in car,             Audio equipment, in car eg car radio, car speakers, Recreation and culture"
541,9.1.1.1.3,Accessories for audio equipment,9.1.1.1.3,            Accessories for audio equipment eg headphones,9,Recreation and culture,"Accessories for audio equipment,             Accessories for audio equipment eg headphones, Recreation and culture"
542,9.1.1.2.1,Television set purchase,9.1.1.2.1,            Televsion sets,9,Recreation and culture,"Television set purchase,             Televsion sets, Recreation and culture"
543,9.1.1.2.2,Satellite dish purchase,9.1.1.2.2,            Satellite dish purchase,9,Recreation and culture,"Satellite dish purchase,             Satellite dish purchase, Recreation and culture"
544,9.1.1.2.3,Satellite dish installation,9.1.1.2.3,            Satellite dish installation,9,Recreation and culture,"Satellite dish installation,             Satellite dish installation, Recreation and culture"
545,9.1.1.2.4,Video recorder purchase,9.1.1.2.4,            Video recorders,9,Recreation and culture,"Video recorder purchase,             Video recorders, Recreation and culture"
546,9.1.1.2.5,Purchase of digital TV decoder,9.1.1.2.5,            Purchase of digital TV decoder,9,Recreation and culture,"Purchase of digital TV decoder,             Purchase of digital TV decoder, Recreation and culture"
547,9.1.1.2.6,"Spare parts for TV, video, audio",9.1.1.2.6,"            Spare parts for TV, video, audio, computers, aerial splitter, microphone adaptor, video cable",9,Recreation and culture,"Spare parts for TV, video, audio,             Spare parts for TV, video, audio, computers, aerial splitter, microphone adaptor, video cable, Recreation and culture"
548,9.1.1.2.7,Cable TV connection,9.1.1.2.7,            Cable TV installation,9,Recreation and culture,"Cable TV connection,             Cable TV installation, Recreation and culture"
549,9.1.1.2.8,"DVD player, recorder, smart TV hard drive",9.1.1.2.8,            Purchase of DVD,9,Recreation and culture,"DVD player, recorder, smart TV hard drive,             Purchase of DVD, Recreation and culture"
550,9.1.2.1.1,Photographic and cinematographic equipment,9.1.2.1.1,            Photographic and cinematographic equipment,9,Recreation and culture,"Photographic and cinematographic equipment,             Photographic and cinematographic equipment, Recreation and culture"
551,9.1.2.2.1,"Optical instruments, binoculars, telescope, microscope",9.1.2.2.1,            Optical instruments,9,Recreation and culture,"Optical instruments, binoculars, telescope, microscope,             Optical instruments, Recreation and culture"
552,9.1.3.1.1,"Personal computers, printers, calculators",9.1.3.1.1,"            Computers, printers,ink cartridge, calculators, mouse mat",9,Recreation and culture,"Personal computers, printers, calculators,             Computers, printers,ink cartridge, calculators, mouse mat, Recreation and culture"
553,9.1.4.1.1,"Records, CD's, audio cassettes",9.1.4.1.1,"            Audio - records, CDs, cassettes, discs - hire and purchase",9,Recreation and culture,"Records, CD's, audio cassettes,             Audio - records, CDs, cassettes, discs - hire and purchase, Recreation and culture"
554,9.1.4.1.2,Blank and pre-recorded video cassettes,9.1.4.1.2,            Video - blank and pre-recorded videos incl rentals,9,Recreation and culture,"Blank and pre-recorded video cassettes,             Video - blank and pre-recorded videos incl rentals, Recreation and culture"
555,9.1.4.1.3,Camera films,9.1.4.1.3,"            Camera films, camcorder tape",9,Recreation and culture,"Camera films,             Camera films, camcorder tape, Recreation and culture"
556,9.1.4.1.4,Blank and pre-recorded DVDs,9.1.4.1.4,"            DVDs - blank and pre-recorded DVDs, Excl rentals",9,Recreation and culture,"Blank and pre-recorded DVDs,             DVDs - blank and pre-recorded DVDs, Excl rentals, Recreation and culture"
557,9.1.5.1.1,"Repair of audio-visual, photographic and information processing equipment.",9.1.5.1.1,"            Repairs, insurance of TV, video, audio, computers",9,Recreation and culture,"Repair of audio-visual, photographic and information processing equipment.,             Repairs, insurance of TV, video, audio, computers, Recreation and culture"
558,9.2.1.1.1,"Purchase of boats, trailers and horses",9.2.1.1.1,"            Purchase of boats, trailers and horses",9,Recreation and culture,"Purchase of boats, trailers and horses,             Purchase of boats, trailers and horses, Recreation and culture"
559,9.2.1.1.2,"Purchase of caravans, mobile homes (incl decoration)",9.2.1.1.2,"            Purchase of caravans, mobile homes (incl decorations)",9,Recreation and culture,"Purchase of caravans, mobile homes (incl decoration),             Purchase of caravans, mobile homes (incl decorations), Recreation and culture"
560,9.2.1.1.3,Purchase of motor caravan (new) - outright,9.2.1.1.3,            Purchase of new motor caravan - outright,9,Recreation and culture,"Purchase of motor caravan (new) - outright,             Purchase of new motor caravan - outright, Recreation and culture"
561,9.2.1.1.4,Purchase of motor caravan (new) - loan/HP,9.2.1.1.4,            Purchase of new motor caravan - with loan or HP,9,Recreation and culture,"Purchase of motor caravan (new) - loan/HP,             Purchase of new motor caravan - with loan or HP, Recreation and culture"
562,9.2.1.1.5,Purchase of second hand motor caravan  ,9.2.1.1.5,            Purchase of second hand motor caravan - outright,9,Recreation and culture,"Purchase of second hand motor caravan  ,             Purchase of second hand motor caravan - outright, Recreation and culture"
563,9.2.1.1.6,Purchase of motor caravan (second-hand) - loan/HP,9.2.1.1.6,            Purchase of second hand motor caravan - with loan or HP,9,Recreation and culture,"Purchase of motor caravan (second-hand) - loan/HP,             Purchase of second hand motor caravan - with loan or HP, Recreation and culture"
564,9.2.1.1.7,"Accessories for boats, horses, caravans, motor caravans",9.2.1.1.7,"            Accessories for boats, horses, caravans & motor caravans",9,Recreation and culture,"Accessories for boats, horses, caravans, motor caravans,             Accessories for boats, horses, caravans & motor caravans, Recreation and culture"
565,9.2.2.1.1,Musical instruments (purchase and hire),9.2.2.1.1,            Musical instruments (purchase & hire),9,Recreation and culture,"Musical instruments (purchase and hire),             Musical instruments (purchase & hire), Recreation and culture"
566,9.2.2.2.1,"Major durables for indoor recreation (eg snooker tables, gaming machines)",9.2.2.2.1,            Major durables for indoor recreation eg snooker tables,9,Recreation and culture,"Major durables for indoor recreation (eg snooker tables, gaming machines),             Major durables for indoor recreation eg snooker tables, Recreation and culture"
567,9.2.3.1.1,Maintenance and repair of other major durables for recreation and culture.,9.2.3.1.1,            Repair and maintenance of other major durables for recreation,9,Recreation and culture,"Maintenance and repair of other major durables for recreation and culture.,             Repair and maintenance of other major durables for recreation, Recreation and culture"
568,9.3.1.1.1,"Games, toys and hobbies (excluding artists materials)",9.3.1.1.1,"            Games, toys and hobbies eg dolls, toy cars",9,Recreation and culture,"Games, toys and hobbies (excluding artists materials),             Games, toys and hobbies eg dolls, toy cars, Recreation and culture"
569,9.3.1.1.2,Computer software and games cartridges,9.3.1.1.2,            Computer games cartridges and software,9,Recreation and culture,"Computer software and games cartridges,             Computer games cartridges and software, Recreation and culture"
570,9.3.1.1.3,Console computer games,9.3.1.1.3,            Consoles for computer games,9,Recreation and culture,"Console computer games,             Consoles for computer games, Recreation and culture"
571,9.3.1.1.4,"Games toys etc (misc fancy, decorative)",9.3.1.1.4,"            Chrstmas crackers, tinsel and other fancy items",9,Recreation and culture,"Games toys etc (misc fancy, decorative),             Chrstmas crackers, tinsel and other fancy items, Recreation and culture"
572,9.3.2.1.1,"Equipment for sport, camping and open air recreation",9.3.2.1.1,"            Equipment for sport, camping and open air recreation",9,Recreation and culture,"Equipment for sport, camping and open air recreation,             Equipment for sport, camping and open air recreation, Recreation and culture"
573,9.3.2.1.2,BBQ and swings,9.3.2.1.2,            Barbecue equipment and garden swings,9,Recreation and culture,"BBQ and swings,             Barbecue equipment and garden swings, Recreation and culture"
574,9.3.3.1.1,"Plants, flowers, seeds, fertilisers, insecticides",9.3.3.1.1,"            Plants, flowers, seeds, fertilisers, insecticides",9,Recreation and culture,"Plants, flowers, seeds, fertilisers, insecticides,             Plants, flowers, seeds, fertilisers, insecticides, Recreation and culture"
575,9.3.3.1.2,Garden decorative,9.3.3.1.2,            Garden decorative eg gnomes,9,Recreation and culture,"Garden decorative,             Garden decorative eg gnomes, Recreation and culture"
576,9.3.3.1.3,"Artificial flowers, pot pourri",9.3.3.1.3,"            Artificial flowers, pot pourri",9,Recreation and culture,"Artificial flowers, pot pourri,             Artificial flowers, pot pourri, Recreation and culture"
577,9.3.4.1.1,Pet food,9.3.4.1.1,            Pet food,9,Recreation and culture,"Pet food,             Pet food, Recreation and culture"
578,9.3.4.1.2,Pet purchase and accessories,9.3.4.1.2,            Pet purchase and accessories,9,Recreation and culture,"Pet purchase and accessories,             Pet purchase and accessories, Recreation and culture"
579,9.3.5.1.1,Veterinary and other services for pets identified separately,9.3.5.1.1,            Veterinary and other service for pets,9,Recreation and culture,"Veterinary and other services for pets identified separately,             Veterinary and other service for pets, Recreation and culture"
580,9.4.1.1.1,Spectator sports - admission charges,9.4.1.1.1,            Spectator sports - admission charges,9,Recreation and culture,"Spectator sports - admission charges,             Spectator sports - admission charges, Recreation and culture"
581,9.4.1.1.2,Participant sports (excluding subscriptions),9.4.1.1.2,            Participant sports exc subscriptions,9,Recreation and culture,"Participant sports (excluding subscriptions),             Participant sports exc subscriptions, Recreation and culture"
582,9.4.1.1.3,Subscriptions to sports and social clubs,9.4.1.1.3,            Subscriptions to sports and social clubs,9,Recreation and culture,"Subscriptions to sports and social clubs,             Subscriptions to sports and social clubs, Recreation and culture"
583,9.4.1.1.4,Fees for leisure classes,9.4.1.1.4,            Fees to leisure classes,9,Recreation and culture,"Fees for leisure classes,             Fees to leisure classes, Recreation and culture"
584,9.4.1.1.5,Hire of equipment and accessories for sport and open-air recreation,9.4.1.1.5,"            Hire of equipment, accessories or services for sport or open-air recreation",9,Recreation and culture,"Hire of equipment and accessories for sport and open-air recreation,             Hire of equipment, accessories or services for sport or open-air recreation, Recreation and culture"
585,9.4.2.1.1,Cinemas,9.4.2.1.1,            Cinemas,9,Recreation and culture,"Cinemas,             Cinemas, Recreation and culture"
586,9.4.2.1.2,"Live entertainment: theatre, concerts, shows",9.4.2.1.2,"            Live entertainment, theatre, concerts, shows",9,Recreation and culture,"Live entertainment: theatre, concerts, shows,             Live entertainment, theatre, concerts, shows, Recreation and culture"
587,9.4.2.2.1,"Museums, zoological gardens, theme parks, houses and gardens",9.4.2.2.1,"            Museums, zoological gardens",9,Recreation and culture,"Museums, zoological gardens, theme parks, houses and gardens,             Museums, zoological gardens, Recreation and culture"
588,9.4.2.3.1,TV licence payments,9.4.2.3.1,            TV licences,9,Recreation and culture,"TV licence payments,             TV licences, Recreation and culture"
589,9.4.2.3.2,TV licence payments (second dwelling),9.4.2.3.2,            Second dwelling TV licences,9,Recreation and culture,"TV licence payments (second dwelling),             Second dwelling TV licences, Recreation and culture"
590,9.4.2.3.3,Satellite TV subscription,9.4.2.3.3,            Satellite TV subscription,9,Recreation and culture,"Satellite TV subscription,             Satellite TV subscription, Recreation and culture"
591,9.4.2.3.5,Cable TV subscription,9.4.2.3.5,            Cable TV subscription,9,Recreation and culture,"Cable TV subscription,             Cable TV subscription, Recreation and culture"
592,9.4.2.3.6,TV slot meter payments,9.4.2.3.6,            TV slot meter/ Cable TV connection,9,Recreation and culture,"TV slot meter payments,             TV slot meter/ Cable TV connection, Recreation and culture"
593,9.4.2.3.7,"TV, video recorder and satellite TV rental",9.4.2.3.7,"            TV, video recorder or satellite TV rental",9,Recreation and culture,"TV, video recorder and satellite TV rental,             TV, video recorder or satellite TV rental, Recreation and culture"
594,9.4.2.3.8,Video cassette rental,9.4.2.3.8,"            Video cassette rental, DVD rental",9,Recreation and culture,"Video cassette rental,             Video cassette rental, DVD rental, Recreation and culture"
595,9.4.2.3.9,"Cassette hire (library), CD hire (library)",9.4.2.3.9,"            Audio cassette hire, CD hire eg from library",9,Recreation and culture,"Cassette hire (library), CD hire (library),             Audio cassette hire, CD hire eg from library, Recreation and culture"
596,9.4.2.4.1,"Admissions to clubs, dances, discos, bingo",9.4.2.4.1,            Admissions to clubs,9,Recreation and culture,"Admissions to clubs, dances, discos, bingo,             Admissions to clubs, Recreation and culture"
597,9.4.2.4.2,Social events and gatherings,9.4.2.4.2,            Admission to social events and gatherings,9,Recreation and culture,"Social events and gatherings,             Admission to social events and gatherings, Recreation and culture"
598,9.4.2.4.3,Subscriptions for leisure activities,9.4.2.4.3,            Subscriptions: leisure activities,9,Recreation and culture,"Subscriptions for leisure activities,             Subscriptions: leisure activities, Recreation and culture"
599,9.4.2.4.4,Other subscriptions,9.4.2.4.4,            Other subscriptions,9,Recreation and culture,"Other subscriptions,             Other subscriptions, Recreation and culture"
600,9.4.2.4.5,Internet subscription fees,9.4.2.4.5,            Internet subscription fees,9,Recreation and culture,"Internet subscription fees,             Internet subscription fees, Recreation and culture"
601,9.4.2.4.6,"Development of film, deposit for film development, passport photos, holiday and school photos",9.4.2.4.6,            Photographic/optical eg photo development,9,Recreation and culture,"Development of film, deposit for film development, passport photos, holiday and school photos,             Photographic/optical eg photo development, Recreation and culture"
602,9.4.3.1.1,Football pools stakes,9.4.3.1.1,            Football pools stakes,9,Recreation and culture,"Football pools stakes,             Football pools stakes, Recreation and culture"
603,9.4.3.1.2,Bingo stakes,9.4.3.1.2,"            Bingo stakes, excl admission",9,Recreation and culture,"Bingo stakes,             Bingo stakes, excl admission, Recreation and culture"
604,9.4.3.1.3,Lottery (not National/Irish Lottery) stakes,9.4.3.1.3,            Lottery,9,Recreation and culture,"Lottery (not National/Irish Lottery) stakes,             Lottery, Recreation and culture"
605,9.4.3.1.4,"Bookmaker, tote, other betting stakes",9.4.3.1.4,            Bookmaker other betting stakes,9,Recreation and culture,"Bookmaker, tote, other betting stakes,             Bookmaker other betting stakes, Recreation and culture"
606,9.4.3.1.5,Irish Lottery Stakes,9.4.3.1.5,             Lottery stakes,9,Recreation and culture,"Irish Lottery Stakes,              Lottery stakes, Recreation and culture"
607,9.4.3.1.6,National Lottery instants,9.4.3.1.6,             Lottery stakes,9,Recreation and culture,"National Lottery instants,              Lottery stakes, Recreation and culture"
608,9.4.3.1.9,Lotto including Euro Millions and Hot Picks,9.4.3.1.9,             Lottery stakes,9,Recreation and culture,"Lotto including Euro Millions and Hot Picks,              Lottery stakes, Recreation and culture"
609,9.4.3.1.10,Football pools winnings,9.4.3.2.1,            Football pools winnings,9,Recreation and culture,"Football pools winnings,             Football pools winnings, Recreation and culture"
610,9.4.3.2.2,Bingo winnings,9.4.3.2.2,            Bingo winnings,9,Recreation and culture,"Bingo winnings,             Bingo winnings, Recreation and culture"
611,9.4.3.1.12,Lottery (not National/Irish Lottery) winnings,9.4.3.2.3,            Lottery winnings ,9,Recreation and culture,"Lottery (not National/Irish Lottery) winnings,             Lottery winnings , Recreation and culture"
612,9.4.3.1.13,"Bookmaker, tote, other betting winnings",9.4.3.2.4,"            Bookmaker, other betting winnings",9,Recreation and culture,"Bookmaker, tote, other betting winnings,             Bookmaker, other betting winnings, Recreation and culture"
613,9.4.3.1.14,Irish Lottery Winnings,9.4.3.2.5,            Lottery winnings,9,Recreation and culture,"Irish Lottery Winnings,             Lottery winnings, Recreation and culture"
614,9.4.3.2.6,National Lottery instants winnings,9.4.3.2.6,            Lottery winnings,9,Recreation and culture,"National Lottery instants winnings,             Lottery winnings, Recreation and culture"
615,9.4.3.2.9,National Lottery winnings,9.4.3.2.9,            Lottery winnings ,9,Recreation and culture,"National Lottery winnings,             Lottery winnings , Recreation and culture"
616,9.5.1.1.1,Books,9.5.1.1.1,            Books,9,Recreation and culture,"Books,             Books, Recreation and culture"
617,9.5.2.1.1,Newspapers,9.5.2.1.1,            Newspapers,9,Recreation and culture,"Newspapers,             Newspapers, Recreation and culture"
618,9.5.2.1.2,Magazines and periodicals,9.5.2.1.2,            Magazines and periodicals,9,Recreation and culture,"Magazines and periodicals,             Magazines and periodicals, Recreation and culture"
619,9.5.3.1.1,"Cards, calendars, posters and other printed matter",9.5.3.1.1,            Miscellaneous printed matter,9,Recreation and culture,"Cards, calendars, posters and other printed matter,             Miscellaneous printed matter, Recreation and culture"
620,9.5.4.1.1,"Stationery, diaries, address books, art materials",9.5.4.1.1,            Stationery and drawing materials,9,Recreation and culture,"Stationery, diaries, address books, art materials,             Stationery and drawing materials, Recreation and culture"
621,9.6.1.1.1,"Package holidays in the UK, accommodation",9.6.1.1.1,            Package holidays & trips in the UK,9,Recreation and culture,"Package holidays in the UK, accommodation,             Package holidays & trips in the UK, Recreation and culture"
622,9.6.1.1.2,"Package holidays abroad, accommodation",9.6.1.1.2,            Package holidays & trips abroad,9,Recreation and culture,"Package holidays abroad, accommodation,             Package holidays & trips abroad, Recreation and culture"
